po_id,supplier_name,region,category,po_date,promised_date,actual_date,ordered_qty,delivered_qty,unit_cost,po_value,defect_rate,previous_delay_count,supplier_rating
PO1551,Supplier_16,India,Electronics,27-07-2025,23-08-2025,30-08-2025,53,53,20.36,1079.08,0.084,2,4.74
PO1552,Supplier_36,France,Mechanical,25-05-2025,10-06-2025,17-06-2025,168,139,71.61,12030.48,0.024,0,2.98
PO1553,Supplier_41,France,Mechanical,07-05-2025,27-05-2025,01-06-2025,382,379,120.23,45927.86,0.066,4,3.14
PO1554,Supplier_20,France,Raw Material,31-01-2026,09-02-2026,14-02-2026,429,424,58.78,25216.62,0.01,4,3.27
PO1555,Supplier_13,Poland,Raw Material,18-04-2026,30-04-2026,02-05-2026,250,230,64.99,16247.499999999998,0.066,1,3.83
PO1556,Supplier_11,France,Electronics,01-07-2025,16-07-2025,17-07-2025,399,381,157.93,63014.07,0.025,4,4.18
PO1557,Supplier_3,Poland,Mechanical,03-08-2025,27-08-2025,01-09-2025,235,214,21.31,5007.849999999999,0.058,0,3.87
PO1558,Supplier_8,China,Packaging,24-05-2025,06-06-2025,07-06-2025,350,338,112.91,39518.5,0.039,4,2.9
PO1559,Supplier_48,Germany,Raw Material,19-09-2025,13-10-2025,18-10-2025,308,290,60.08,18504.64,0.021,2,4.87
PO1560,Supplier_43,France,Packaging,03-12-2025,26-12-2025,26-12-2025,208,180,27.04,5624.32,0.063,1,2.58
PO1561,Supplier_48,Poland,Electronics,17-03-2026,14-04-2026,15-04-2026,433,431,99.44,43057.52,0.039,1,3.46
PO1562,Supplier_17,Germany,Electronics,07-11-2025,01-12-2025,06-12-2025,327,308,38.88,12713.76,0.017,0,4.27
PO1563,Supplier_49,France,Packaging,22-10-2025,17-11-2025,17-11-2025,70,64,176.08,12325.6,0.072,1,3.91
PO1564,Supplier_35,Poland,Mechanical,16-05-2025,24-05-2025,29-05-2025,122,101,183.79,22422.379999999997,0.058,2,3.73
PO1565,Supplier_43,France,Packaging,17-06-2025,25-06-2025,26-06-2025,285,281,50.91,14509.349999999999,0.072,4,3.21
PO1566,Supplier_21,Germany,Electronics,14-07-2025,28-07-2025,28-07-2025,307,304,155.16,47634.119999999995,0.099,0,3.1
PO1567,Supplier_21,India,Mechanical,06-10-2025,23-10-2025,23-10-2025,209,198,44.17,9231.53,0.029,0,4.85
PO1568,Supplier_18,China,Packaging,17-11-2025,10-12-2025,10-12-2025,272,263,57,15504,0.04,2,4.01
PO1569,Supplier_8,France,Packaging,15-04-2026,30-04-2026,03-05-2026,199,180,30.42,6053.58,0.086,4,3.3
PO1570,Supplier_17,France,Mechanical,31-01-2026,10-02-2026,10-02-2026,406,403,74.02,30052.12,0.075,4,2.92
PO1571,Supplier_46,France,Raw Material,01-05-2025,21-05-2025,28-05-2025,120,106,49.98,5997.599999999999,0.052,3,4.62
PO1572,Supplier_22,China,Mechanical,01-07-2025,20-07-2025,22-07-2025,349,331,53.25,18584.25,0.099,3,4.53
PO1573,Supplier_34,Poland,Electronics,06-12-2025,25-12-2025,30-12-2025,350,331,84.13,29445.5,0.028,2,3.72
PO1574,Supplier_11,India,Packaging,27-11-2025,02-12-2025,02-12-2025,303,286,160.47,48622.409999999996,0.074,2,4.49
PO1575,Supplier_28,India,Raw Material,01-11-2025,15-11-2025,20-11-2025,130,104,23.74,3086.2,0.074,1,4.59
PO1576,Supplier_41,France,Packaging,01-03-2026,17-03-2026,17-03-2026,490,488,149.53,73269.7,0.012,0,3.92
PO1577,Supplier_2,China,Packaging,19-04-2025,26-04-2025,03-05-2025,465,443,42.8,19902,0.026,3,3.93
PO1578,Supplier_15,France,Raw Material,06-06-2025,15-06-2025,16-06-2025,460,437,15.66,7203.6,0.056,0,2.97
PO1579,Supplier_17,India,Mechanical,10-07-2025,22-07-2025,27-07-2025,434,420,15.37,6670.58,0.014,3,4.5
PO1580,Supplier_5,France,Packaging,12-07-2025,02-08-2025,05-08-2025,357,344,176.17,62892.689999999995,0.021,0,2.88
PO1581,Supplier_37,France,Electronics,28-07-2025,22-08-2025,24-08-2025,485,462,195.19,94667.15,0.026,0,2.9
PO1582,Supplier_43,Germany,Raw Material,20-11-2025,27-11-2025,30-11-2025,71,66,75.15,5335.650000000001,0.019,1,2.95
PO1583,Supplier_5,France,Packaging,05-04-2026,01-05-2026,08-05-2026,454,435,10.02,4549.08,0.002,0,4.5
PO1584,Supplier_14,China,Raw Material,02-02-2026,24-02-2026,26-02-2026,339,334,195.62,66315.18000000001,0.016,4,3.73
PO1585,Supplier_13,China,Mechanical,30-05-2025,04-06-2025,07-06-2025,220,194,138.06,30373.2,0.043,0,3.58
PO1586,Supplier_17,France,Mechanical,29-04-2025,08-05-2025,08-05-2025,233,212,166.74,38850.420000000006,0.024,2,3.7
PO1587,Supplier_38,France,Packaging,10-12-2025,27-12-2025,27-12-2025,392,389,20.54,8051.679999999999,0,3,2.95
PO1588,Supplier_46,Poland,Electronics,01-10-2025,11-10-2025,12-10-2025,443,422,126.66,56110.38,0.021,3,4.64
PO1589,Supplier_15,Poland,Mechanical,12-12-2025,07-01-2026,07-01-2026,101,96,124.09,12533.09,0.01,3,2.93
PO1590,Supplier_45,Poland,Packaging,25-11-2025,02-12-2025,04-12-2025,372,359,86.11,32032.92,0.019,3,3.81
PO1591,Supplier_49,China,Electronics,21-09-2025,29-09-2025,06-10-2025,228,213,113.13,25793.64,0.096,4,3.7
PO1592,Supplier_12,Germany,Raw Material,21-12-2025,09-01-2026,16-01-2026,141,125,110.23,15542.43,0.033,2,2.79
PO1593,Supplier_17,India,Mechanical,10-05-2025,07-06-2025,10-06-2025,358,333,86.13,30834.539999999997,0.052,3,3.5
PO1594,Supplier_29,China,Electronics,28-08-2025,04-09-2025,11-09-2025,296,270,145.42,43044.32,0.088,0,2.93
PO1595,Supplier_28,Poland,Raw Material,17-01-2026,11-02-2026,11-02-2026,261,250,128.67,33582.869999999995,0.03,3,3.75
PO1596,Supplier_46,Germany,Raw Material,07-10-2025,20-10-2025,20-10-2025,322,297,60.98,19635.559999999998,0.008,1,4.88
PO1597,Supplier_19,Germany,Raw Material,10-12-2025,31-12-2025,31-12-2025,360,333,195.91,70527.6,0.038,1,3.56
PO1598,Supplier_1,Poland,Raw Material,16-08-2025,04-09-2025,06-09-2025,443,423,178.4,79031.2,0.027,1,4.62
PO1599,Supplier_44,France,Electronics,05-12-2025,02-01-2026,02-01-2026,170,145,159.4,27098,0.089,0,3.94
PO1600,Supplier_9,India,Packaging,03-09-2025,17-09-2025,17-09-2025,367,342,104.97,38523.99,0.039,2,3.83
PO1601,Supplier_6,France,Raw Material,25-11-2025,12-12-2025,17-12-2025,182,169,184.44,33568.08,0.025,3,3.4
PO1602,Supplier_19,Poland,Raw Material,08-06-2025,02-07-2025,02-07-2025,138,125,165.32,22814.16,0.053,1,2.68
PO1603,Supplier_28,China,Electronics,11-06-2025,07-07-2025,09-07-2025,475,468,64.21,30499.749999999996,0.028,3,2.55
PO1604,Supplier_38,Poland,Raw Material,10-09-2025,26-09-2025,26-09-2025,100,80,142.15,14215,0.058,2,4.01
PO1605,Supplier_6,France,Packaging,28-08-2025,13-09-2025,13-09-2025,300,294,144.27,43281,0.097,1,3.92
PO1606,Supplier_38,Germany,Raw Material,07-04-2026,27-04-2026,30-04-2026,153,138,166.53,25479.09,0.02,1,3.09
PO1607,Supplier_30,China,Mechanical,17-04-2026,28-04-2026,05-05-2026,226,226,31.58,7137.08,0.087,3,4.08
PO1608,Supplier_32,Germany,Electronics,30-06-2025,29-07-2025,31-07-2025,180,164,148.29,26692.199999999997,0.018,3,2.66
PO1609,Supplier_40,Germany,Raw Material,27-10-2025,06-11-2025,13-11-2025,229,228,11.16,2555.64,0.046,3,4.45
PO1610,Supplier_14,China,Mechanical,12-07-2025,30-07-2025,31-07-2025,82,63,187.63,15385.66,0.016,1,4.67
PO1611,Supplier_13,India,Packaging,01-11-2025,14-11-2025,21-11-2025,257,240,160.04,41130.28,0.081,1,3.09
PO1612,Supplier_22,China,Raw Material,25-10-2025,23-11-2025,23-11-2025,225,218,149.68,33678,0.022,2,4.35
PO1613,Supplier_13,Poland,Electronics,02-02-2026,15-02-2026,15-02-2026,324,318,112.61,36485.64,0.041,4,3.96
PO1614,Supplier_10,India,Raw Material,11-11-2025,22-11-2025,27-11-2025,325,308,56,18200,0.043,1,3
PO1615,Supplier_34,Germany,Raw Material,08-03-2026,22-03-2026,25-03-2026,178,173,66.89,11906.42,0.032,0,4.38
PO1616,Supplier_37,Poland,Mechanical,09-12-2025,14-12-2025,16-12-2025,136,126,131.81,17926.16,0.095,4,4.78
PO1617,Supplier_1,Germany,Mechanical,28-10-2025,07-11-2025,07-11-2025,177,164,38.6,6832.2,0.092,2,3.32
PO1618,Supplier_22,India,Raw Material,16-09-2025,02-10-2025,04-10-2025,416,389,16.17,6726.720000000001,0.082,0,3.54
PO1619,Supplier_26,France,Packaging,07-04-2026,05-05-2026,05-05-2026,454,437,156.9,71232.6,0.009,3,3.77
PO1620,Supplier_21,Germany,Packaging,19-09-2025,18-10-2025,18-10-2025,393,368,113.4,44566.200000000004,0.095,1,3.18
PO1621,Supplier_3,Poland,Raw Material,01-01-2026,17-01-2026,17-01-2026,196,171,101.96,19984.16,0.07,4,2.51
PO1622,Supplier_3,India,Electronics,17-07-2025,12-08-2025,17-08-2025,482,460,46.59,22456.38,0.036,4,4.66
PO1623,Supplier_35,France,Electronics,18-10-2025,15-11-2025,15-11-2025,410,398,20.36,8347.6,0.033,2,3.38
PO1624,Supplier_50,India,Packaging,23-12-2025,18-01-2026,21-01-2026,256,240,145.39,37219.84,0.063,2,4.51
PO1625,Supplier_45,France,Electronics,08-11-2025,13-11-2025,18-11-2025,398,373,27.34,10881.32,0.044,1,3.81
PO1626,Supplier_9,Poland,Mechanical,16-10-2025,28-10-2025,04-11-2025,148,126,134.42,19894.16,0.004,1,4.78
PO1627,Supplier_47,Germany,Mechanical,30-07-2025,10-08-2025,12-08-2025,195,181,117.32,22877.399999999998,0.07,4,4.17
PO1628,Supplier_26,India,Mechanical,18-04-2026,27-04-2026,04-05-2026,274,253,138.8,38031.200000000004,0.035,2,4.71
PO1629,Supplier_45,France,Electronics,09-05-2025,19-05-2025,26-05-2025,417,388,142.37,59368.29,0.054,1,4.86
PO1630,Supplier_23,Germany,Packaging,25-08-2025,13-09-2025,14-09-2025,373,362,10.36,3864.2799999999997,0.035,1,2.76
PO1631,Supplier_27,India,Mechanical,03-11-2025,01-12-2025,06-12-2025,101,87,36.65,3701.6499999999996,0.054,2,2.75
PO1632,Supplier_45,India,Mechanical,05-02-2026,11-02-2026,13-02-2026,155,143,116.73,18093.15,0.066,4,3.47
PO1633,Supplier_24,Germany,Mechanical,09-11-2025,07-12-2025,12-12-2025,182,180,89.65,16316.300000000001,0.03,3,2.97
PO1634,Supplier_22,Germany,Electronics,07-01-2026,19-01-2026,19-01-2026,286,258,73.85,21121.1,0.007,0,4.84
PO1635,Supplier_38,China,Raw Material,25-10-2025,07-11-2025,12-11-2025,497,483,118.08,58685.76,0.056,0,3.29
PO1636,Supplier_15,India,Electronics,30-07-2025,06-08-2025,07-08-2025,342,326,10.91,3731.2200000000003,0.051,0,3.75
PO1637,Supplier_47,China,Packaging,13-10-2025,08-11-2025,13-11-2025,412,390,181.83,74913.96,0.009,2,2.93
PO1638,Supplier_41,Poland,Mechanical,06-05-2025,16-05-2025,16-05-2025,211,185,69.56,14677.16,0.067,1,4.4
PO1639,Supplier_16,Poland,Electronics,09-07-2025,21-07-2025,21-07-2025,187,170,180.47,33747.89,0.044,2,3.19
PO1640,Supplier_3,India,Packaging,24-02-2026,18-03-2026,25-03-2026,133,128,124.61,16573.13,0.015,0,3.02
PO1641,Supplier_34,Germany,Electronics,02-01-2026,10-01-2026,10-01-2026,125,109,54.64,6830,0.01,0,3.5
PO1642,Supplier_5,China,Raw Material,01-09-2025,27-09-2025,30-09-2025,161,146,120.34,19374.74,0.048,3,3.29
PO1643,Supplier_23,China,Raw Material,26-05-2025,17-06-2025,22-06-2025,359,348,168.84,60613.56,0.005,1,2.59
PO1644,Supplier_9,China,Raw Material,20-05-2025,01-06-2025,01-06-2025,234,231,120.43,28180.620000000003,0.096,2,2.97
PO1645,Supplier_10,Poland,Mechanical,08-06-2025,30-06-2025,30-06-2025,352,329,89.54,31518.08,0.085,2,3.85
PO1646,Supplier_36,Poland,Electronics,31-01-2026,10-02-2026,11-02-2026,170,145,94.99,16148.3,0.079,4,4.89
PO1647,Supplier_48,France,Packaging,13-01-2026,01-02-2026,02-02-2026,242,221,94.48,22864.16,0.094,2,3.87
PO1648,Supplier_26,India,Electronics,19-06-2025,01-07-2025,01-07-2025,360,338,169.25,60930,0.031,1,3.79
PO1649,Supplier_38,Germany,Electronics,16-06-2025,06-07-2025,13-07-2025,359,346,143.77,51613.43,0.018,4,4.83
PO1650,Supplier_36,France,Electronics,03-03-2026,28-03-2026,31-03-2026,53,53,105.02,5566.0599999999995,0.01,1,2.82
PO1651,Supplier_45,India,Packaging,14-06-2025,04-07-2025,04-07-2025,91,83,138.01,12558.91,0.093,1,4.15
PO1652,Supplier_35,China,Raw Material,09-08-2025,22-08-2025,23-08-2025,355,348,192.57,68362.34999999999,0.018,2,3.77
PO1653,Supplier_17,Germany,Electronics,11-07-2025,28-07-2025,31-07-2025,346,337,68.17,23586.82,0.025,0,2.61
PO1654,Supplier_41,Germany,Packaging,28-08-2025,13-09-2025,13-09-2025,409,407,115.45,47219.05,0.03,0,3.58
PO1655,Supplier_18,India,Electronics,01-03-2026,26-03-2026,28-03-2026,386,372,147.68,57004.48,0.004,1,4.68
PO1656,Supplier_32,India,Raw Material,23-07-2025,01-08-2025,04-08-2025,77,60,80.74,6216.98,0.032,4,4.13
PO1657,Supplier_48,India,Packaging,17-03-2026,06-04-2026,09-04-2026,424,396,112.07,47517.68,0.079,0,4.05
PO1658,Supplier_8,India,Raw Material,24-07-2025,06-08-2025,06-08-2025,328,327,164.49,53952.72,0.094,0,2.71
PO1659,Supplier_18,India,Mechanical,19-12-2025,29-12-2025,30-12-2025,477,461,68.64,32741.28,0.061,1,4.07
PO1660,Supplier_2,India,Raw Material,02-08-2025,29-08-2025,05-09-2025,407,407,188.23,76609.61,0.072,0,3.87
PO1661,Supplier_50,Germany,Mechanical,30-09-2025,16-10-2025,23-10-2025,64,37,79.43,5083.52,0.047,1,3.91
PO1662,Supplier_34,Germany,Raw Material,15-03-2026,25-03-2026,27-03-2026,228,228,190.78,43497.840000000004,0.064,3,2.59
PO1663,Supplier_1,France,Mechanical,16-01-2026,25-01-2026,25-01-2026,298,278,107.1,31915.8,0.07,0,4.39
PO1664,Supplier_47,France,Packaging,25-09-2025,04-10-2025,04-10-2025,364,361,145.79,53067.56,0.038,1,3.37
PO1665,Supplier_2,India,Raw Material,06-08-2025,24-08-2025,24-08-2025,187,166,48.74,9114.380000000001,0.09,4,3.55
PO1666,Supplier_46,Germany,Electronics,24-02-2026,08-03-2026,08-03-2026,455,426,156.13,71039.15,0.039,1,4.37
PO1667,Supplier_27,Germany,Mechanical,20-07-2025,01-08-2025,08-08-2025,390,373,119.48,46597.200000000004,0.083,4,4.12
PO1668,Supplier_39,Poland,Packaging,18-12-2025,29-12-2025,30-12-2025,209,197,89.93,18795.370000000003,0.083,2,2.78
PO1669,Supplier_20,Germany,Packaging,12-03-2026,24-03-2026,25-03-2026,84,80,22.29,1872.36,0.073,4,4.14
PO1670,Supplier_17,India,Mechanical,01-10-2025,17-10-2025,19-10-2025,266,265,94.07,25022.62,0.016,4,5
PO1671,Supplier_25,India,Packaging,11-03-2026,16-03-2026,19-03-2026,166,142,176.5,29299,0.057,1,4.66
PO1672,Supplier_8,China,Mechanical,12-11-2025,22-11-2025,27-11-2025,116,101,31.15,3613.3999999999996,0.022,2,3.09
PO1673,Supplier_19,Germany,Raw Material,08-07-2025,26-07-2025,29-07-2025,483,475,94.63,45706.29,0.071,0,3.51
PO1674,Supplier_6,India,Packaging,08-02-2026,05-03-2026,12-03-2026,177,175,52.94,9370.38,0.066,2,2.64
PO1675,Supplier_2,France,Mechanical,07-06-2025,13-06-2025,18-06-2025,332,305,73.2,24302.4,0.059,1,4.64
PO1676,Supplier_27,France,Packaging,22-01-2026,16-02-2026,23-02-2026,271,247,114.44,31013.239999999998,0.047,2,4.92
PO1677,Supplier_28,Poland,Raw Material,31-07-2025,20-08-2025,21-08-2025,151,136,172.91,26109.41,0.056,3,2.81
PO1678,Supplier_36,China,Packaging,16-07-2025,08-08-2025,10-08-2025,367,355,90.24,33118.08,0.013,1,4.96
PO1679,Supplier_30,France,Electronics,12-11-2025,04-12-2025,05-12-2025,160,140,168.51,26961.6,0.03,0,3.17
PO1680,Supplier_16,India,Raw Material,10-09-2025,15-09-2025,15-09-2025,335,310,138.92,46538.2,0.058,0,4.65
PO1681,Supplier_3,India,Packaging,24-02-2026,05-03-2026,05-03-2026,141,124,148.39,20922.989999999998,0.09,2,3.5
PO1682,Supplier_32,Poland,Electronics,25-06-2025,18-07-2025,20-07-2025,205,182,85.42,17511.1,0.058,4,3.89
PO1683,Supplier_11,Germany,Mechanical,19-11-2025,30-11-2025,02-12-2025,215,205,85.22,18322.3,0.072,2,3.21
PO1684,Supplier_16,Poland,Raw Material,21-03-2026,06-04-2026,07-04-2026,345,343,199.08,68682.6,0.04,3,2.88
PO1685,Supplier_47,India,Packaging,21-11-2025,13-12-2025,18-12-2025,51,51,87,4437,0.091,2,2.57
PO1686,Supplier_38,Poland,Raw Material,15-08-2025,31-08-2025,05-09-2025,392,392,96.81,37949.520000000004,0.041,2,4.02
PO1687,Supplier_29,China,Mechanical,05-10-2025,28-10-2025,31-10-2025,343,343,47.7,16361.1,0.047,0,3
PO1688,Supplier_33,France,Raw Material,17-01-2026,11-02-2026,12-02-2026,431,430,68.76,29635.56,0.089,4,4.37
PO1689,Supplier_50,France,Packaging,01-11-2025,17-11-2025,17-11-2025,261,254,90.69,23670.09,0.002,0,2.85
PO1690,Supplier_42,Poland,Mechanical,25-04-2025,06-05-2025,13-05-2025,367,342,125.77,46157.59,0.005,3,5
PO1691,Supplier_9,China,Mechanical,27-10-2025,21-11-2025,28-11-2025,481,467,135.67,65257.27,0.085,1,3.16
PO1692,Supplier_29,France,Raw Material,13-02-2026,02-03-2026,09-03-2026,119,104,103.62,12330.78,0.038,3,4.03
PO1693,Supplier_2,Poland,Packaging,25-12-2025,17-01-2026,17-01-2026,98,85,193.96,19008.08,0.014,4,2.5
PO1694,Supplier_45,Germany,Packaging,30-12-2025,07-01-2026,10-01-2026,493,465,82.52,40682.36,0.032,2,3.05
PO1695,Supplier_45,Poland,Mechanical,11-07-2025,25-07-2025,25-07-2025,236,225,94.32,22259.519999999997,0.028,4,4.36
PO1696,Supplier_14,Germany,Raw Material,27-02-2026,17-03-2026,17-03-2026,221,200,116.12,25662.52,0.037,4,2.64
PO1697,Supplier_26,India,Raw Material,11-04-2026,02-05-2026,02-05-2026,196,190,107.33,21036.68,0.079,1,3.93
PO1698,Supplier_29,India,Raw Material,12-02-2026,13-03-2026,13-03-2026,205,189,154.97,31768.85,0.017,1,3.68
PO1699,Supplier_31,Germany,Electronics,23-10-2025,01-11-2025,08-11-2025,192,173,23.87,4583.04,0.087,2,3.75
PO1700,Supplier_23,India,Raw Material,01-06-2025,20-06-2025,27-06-2025,263,255,103.91,27328.329999999998,0.094,2,2.88
PO1701,Supplier_30,France,Electronics,02-07-2025,07-07-2025,08-07-2025,407,400,50.56,20577.920000000002,0.091,2,2.71
PO1702,Supplier_49,France,Packaging,02-07-2025,19-07-2025,24-07-2025,405,402,107.03,43347.15,0.042,4,4.52
PO1703,Supplier_46,Germany,Packaging,14-08-2025,12-09-2025,15-09-2025,351,333,57.54,20196.54,0.021,1,2.96
PO1704,Supplier_4,China,Raw Material,14-01-2026,02-02-2026,07-02-2026,457,456,134.79,61599.03,0.079,4,4.2
PO1705,Supplier_7,India,Mechanical,06-12-2025,30-12-2025,01-01-2026,241,229,148.71,35839.11,0.021,1,3.94
PO1706,Supplier_34,China,Mechanical,12-06-2025,17-06-2025,18-06-2025,291,282,119.2,34687.200000000004,0.033,0,2.74
PO1707,Supplier_39,France,Electronics,27-11-2025,24-12-2025,27-12-2025,275,259,81.39,22382.25,0.028,4,3.72
PO1708,Supplier_30,France,Packaging,05-04-2026,16-04-2026,19-04-2026,62,46,164.7,10211.4,0.077,3,3.1
PO1709,Supplier_43,India,Electronics,09-07-2025,30-07-2025,01-08-2025,484,468,142.46,68950.64,0.1,1,3.14
PO1710,Supplier_18,India,Mechanical,20-12-2025,09-01-2026,16-01-2026,82,66,144.73,11867.859999999999,0.008,0,4.39
PO1711,Supplier_49,India,Raw Material,30-07-2025,15-08-2025,15-08-2025,106,105,33.8,3582.7999999999997,0.061,4,4.91
PO1712,Supplier_14,India,Mechanical,24-07-2025,30-07-2025,31-07-2025,406,382,11.69,4746.139999999999,0.004,3,4.5
PO1713,Supplier_31,France,Electronics,17-03-2026,06-04-2026,07-04-2026,215,206,61.88,13304.2,0.091,1,3.28
PO1714,Supplier_30,Germany,Packaging,07-12-2025,02-01-2026,02-01-2026,333,330,102.78,34225.74,0.065,3,3.12
PO1715,Supplier_29,Poland,Electronics,25-06-2025,14-07-2025,14-07-2025,429,403,24.08,10330.32,0.003,3,3.5
PO1716,Supplier_33,Poland,Electronics,19-05-2025,09-06-2025,14-06-2025,98,98,128.67,12609.659999999998,0.096,0,4.39
PO1717,Supplier_24,Germany,Raw Material,25-09-2025,11-10-2025,12-10-2025,128,112,81.85,10476.8,0.003,4,4.25
PO1718,Supplier_21,China,Electronics,15-10-2025,03-11-2025,10-11-2025,214,192,48.14,10301.960000000001,0.041,2,2.9
PO1719,Supplier_20,Germany,Packaging,17-07-2025,24-07-2025,24-07-2025,367,364,87.57,32138.19,0.031,4,3.26
PO1720,Supplier_40,France,Electronics,21-09-2025,30-09-2025,30-09-2025,107,81,127.43,13635.01,0.046,4,4.11
PO1721,Supplier_38,China,Electronics,14-03-2026,08-04-2026,10-04-2026,50,40,75.73,3786.5,0.067,2,3.71
PO1722,Supplier_44,Poland,Raw Material,10-03-2026,06-04-2026,09-04-2026,411,390,38.05,15638.55,0.046,0,3.01
PO1723,Supplier_14,India,Electronics,07-10-2025,28-10-2025,02-11-2025,396,372,186.9,74012.40000000001,0.055,0,2.62
PO1724,Supplier_11,India,Packaging,08-08-2025,30-08-2025,06-09-2025,477,449,164.59,78509.43000000001,0.062,4,4.25
PO1725,Supplier_26,China,Mechanical,25-05-2025,23-06-2025,24-06-2025,473,472,53.86,25475.78,0.085,4,3.95
PO1726,Supplier_49,China,Electronics,11-02-2026,20-02-2026,25-02-2026,437,421,149.93,65519.41,0.093,2,3.36
PO1727,Supplier_15,India,Electronics,22-07-2025,05-08-2025,10-08-2025,486,471,149.65,72729.90000000001,0.006,1,4.13
PO1728,Supplier_25,India,Mechanical,14-06-2025,27-06-2025,04-07-2025,403,385,74.01,29826.030000000002,0.062,3,3.57
PO1729,Supplier_18,France,Raw Material,03-11-2025,12-11-2025,13-11-2025,403,393,77.86,31377.579999999998,0.065,1,4.79
PO1730,Supplier_32,India,Raw Material,10-11-2025,04-12-2025,04-12-2025,129,119,143.55,18517.95,0.009,0,4.47
PO1731,Supplier_29,Germany,Mechanical,22-03-2026,04-04-2026,05-04-2026,346,326,78.96,27320.159999999996,0.051,2,3.94
PO1732,Supplier_25,India,Packaging,03-11-2025,27-11-2025,29-11-2025,209,209,52.33,10936.97,0.065,2,4.21
PO1733,Supplier_18,Poland,Raw Material,07-11-2025,03-12-2025,03-12-2025,496,493,154.36,76562.56000000001,0.065,1,4
PO1734,Supplier_33,France,Raw Material,08-02-2026,26-02-2026,05-03-2026,144,135,85.38,12294.72,0.01,1,4.23
PO1735,Supplier_7,China,Raw Material,08-12-2025,27-12-2025,01-01-2026,434,406,119.28,51767.520000000004,0.003,2,3.17
PO1736,Supplier_3,Poland,Electronics,26-05-2025,17-06-2025,17-06-2025,394,385,64.53,25424.82,0.091,1,2.72
PO1737,Supplier_27,India,Raw Material,30-05-2025,11-06-2025,11-06-2025,146,133,13.97,2039.6200000000001,0.095,4,3.75
PO1738,Supplier_35,India,Electronics,12-01-2026,29-01-2026,05-02-2026,178,150,156.78,27906.84,0.027,0,3.93
PO1739,Supplier_11,India,Mechanical,19-05-2025,25-05-2025,30-05-2025,151,147,43.58,6580.58,0.059,3,3.73
PO1740,Supplier_42,Germany,Mechanical,20-10-2025,27-10-2025,29-10-2025,210,201,89.61,18818.1,0.081,1,2.98
PO1741,Supplier_48,Germany,Mechanical,29-06-2025,12-07-2025,14-07-2025,374,348,40.24,15049.76,0.002,0,2.56
PO1742,Supplier_29,India,Electronics,25-10-2025,20-11-2025,21-11-2025,122,93,29.01,3539.2200000000003,0.093,3,4.09
PO1743,Supplier_37,Germany,Electronics,05-11-2025,03-12-2025,06-12-2025,146,146,47.92,6996.320000000001,0.002,4,4.56
PO1744,Supplier_17,India,Raw Material,28-08-2025,23-09-2025,23-09-2025,355,328,107.72,38240.6,0.047,4,4.7
PO1745,Supplier_24,China,Electronics,27-05-2025,23-06-2025,23-06-2025,231,224,62.3,14391.3,0.086,4,2.5
PO1746,Supplier_17,Poland,Packaging,26-04-2025,09-05-2025,10-05-2025,453,435,129.75,58776.75,0.044,0,4.5
PO1747,Supplier_47,China,Mechanical,04-09-2025,18-09-2025,20-09-2025,279,251,119.25,33270.75,0.011,0,2.6
PO1748,Supplier_24,Germany,Mechanical,28-11-2025,09-12-2025,11-12-2025,95,77,109.8,10431,0.07,0,3.59
PO1749,Supplier_2,France,Packaging,10-10-2025,16-10-2025,18-10-2025,481,472,158.77,76368.37000000001,0.03,4,3.22
PO1750,Supplier_10,China,Raw Material,18-11-2025,06-12-2025,09-12-2025,429,419,124.52,53419.08,0.019,0,2.61
PO1751,Supplier_45,India,Electronics,19-08-2025,03-09-2025,06-09-2025,343,342,36.81,12625.83,0.013,2,4.12
PO1752,Supplier_47,Poland,Raw Material,30-03-2026,07-04-2026,14-04-2026,267,243,31.65,8450.55,0.066,3,4.39
PO1753,Supplier_22,Germany,Mechanical,10-12-2025,28-12-2025,28-12-2025,377,376,143.92,54257.84,0.031,3,4.72
PO1754,Supplier_4,India,Mechanical,28-12-2025,06-01-2026,07-01-2026,474,464,108.96,51647.03999999999,0.059,2,3.22
PO1755,Supplier_26,Germany,Packaging,14-01-2026,06-02-2026,06-02-2026,228,205,29.76,6785.280000000001,0.077,1,4.58
PO1756,Supplier_19,China,Mechanical,28-07-2025,11-08-2025,18-08-2025,68,52,30.37,2065.16,0.009,1,4.21
PO1757,Supplier_18,Germany,Mechanical,05-02-2026,28-02-2026,28-02-2026,92,68,175.38,16134.96,0.017,4,2.82
PO1758,Supplier_12,Poland,Raw Material,07-01-2026,03-02-2026,08-02-2026,292,284,187.13,54641.96,0.088,4,3.8
PO1759,Supplier_7,Germany,Raw Material,12-08-2025,05-09-2025,07-09-2025,348,341,176.29,61348.92,0.035,3,3.65
PO1760,Supplier_39,Poland,Electronics,15-12-2025,08-01-2026,08-01-2026,145,119,34.43,4992.35,0.05,3,4.53
PO1761,Supplier_35,China,Raw Material,02-07-2025,18-07-2025,18-07-2025,405,392,54.39,22027.95,0.054,0,3.93
PO1762,Supplier_22,India,Mechanical,25-09-2025,11-10-2025,11-10-2025,117,91,174.29,20391.93,0.093,0,2.6
PO1763,Supplier_18,China,Packaging,24-02-2026,06-03-2026,06-03-2026,477,459,83.87,40005.990000000005,0.012,2,2.89
PO1764,Supplier_25,China,Electronics,11-08-2025,08-09-2025,08-09-2025,110,83,169.28,18620.8,0.098,2,4.69
