po_id,supplier_name,region,category,po_date,promised_date,actual_date,ordered_qty,delivered_qty,unit_cost,po_value,defect_rate,previous_delay_count,supplier_rating,delay_days,delivery_risk,fill_rate,cost_impact
PO1520,Supplier_49,India,Mechanical,08-05-2025,21-05-2025,24-05-2025,144,125,17.77,2558.88,0.008,0,4.54,3,0,0.8680555555555556,20.471040000000002
PO1521,Supplier_9,China,Packaging,26-10-2025,22-11-2025,23-11-2025,435,421,148.44,64571.4,0.065,3,3.23,1,0,0.967816092,4197.1410000000005
PO1522,Supplier_4,India,Mechanical,19-04-2026,18-05-2026,23-05-2026,295,282,12.17,3590.15,0.043,1,4.06,5,1,0.9559322033898305,154.37645
PO1523,Supplier_32,India,Mechanical,14-05-2025,21-05-2025,21-05-2025,64,48,104.26,6672.64,0.043,3,3.46,0,0,0.75,286.92352
PO1524,Supplier_24,China,Packaging,09-05-2025,28-05-2025,04-06-2025,428,423,182.98,78315.44,0.027,3,3.32,7,1,0.9883177570093458,2114.51688
PO1525,Supplier_32,Poland,Electronics,25-01-2026,19-02-2026,19-02-2026,185,164,139.14,25740.9,0.035,4,3.65,0,0,0.8864864864864865,900.9315000000001
PO1526,Supplier_5,China,Raw Material,03-09-2025,17-09-2025,20-09-2025,456,442,179.86,82016.16,0.097,4,2.85,3,0,0.9692982456140351,7955.5675200000005
PO1527,Supplier_8,Poland,Packaging,15-06-2025,08-07-2025,15-07-2025,131,102,46.98,6154.379999999999,0.061,3,2.82,7,1,0.7786259541984732,375.4171799999999
PO1528,Supplier_44,Germany,Raw Material,21-03-2026,13-04-2026,15-04-2026,50,27,105.09,5254.5,0.079,4,4.15,2,0,0.54,415.1055
PO1529,Supplier_5,China,Electronics,30-03-2026,04-04-2026,11-04-2026,108,91,164.29,17743.32,0.016,3,2.51,7,1,0.8425925925925926,283.89312
PO1530,Supplier_12,Germany,Mechanical,18-09-2025,15-10-2025,16-10-2025,146,128,58.01,8469.46,0.033,3,3.48,1,0,0.8767123287671232,279.49217999999996
PO1531,Supplier_38,India,Electronics,24-01-2026,05-02-2026,05-02-2026,271,261,74.09,20078.39,0.063,0,4.02,0,0,0.9630996309963099,1264.93857
PO1532,Supplier_15,India,Packaging,30-10-2025,04-11-2025,04-11-2025,282,270,155.35,43808.7,0.095,4,3.49,0,0,0.9574468085106383,4161.8265
PO1533,Supplier_21,Poland,Electronics,26-12-2025,15-01-2026,15-01-2026,239,220,145.79,34843.81,0.053,1,3.94,0,0,0.9205020920502092,1846.72193
PO1534,Supplier_15,India,Packaging,02-10-2025,30-10-2025,30-10-2025,141,141,166.56,23484.96,0.088,0,4.21,0,0,1,2066.6764799999996
PO1535,Supplier_43,Germany,Electronics,04-02-2026,18-02-2026,20-02-2026,474,468,82.55,39128.7,0.059,0,2.51,2,0,0.9873417721518988,2308.5932999999995
PO1536,Supplier_14,India,Packaging,09-01-2026,30-01-2026,31-01-2026,168,168,67.73,11378.64,0.054,3,2.97,1,0,1,614.44656
PO1537,Supplier_42,France,Raw Material,29-11-2025,14-12-2025,21-12-2025,118,99,134.44,15863.92,0.088,3,3.48,7,1,0.8389830508474576,1396.02496
PO1538,Supplier_12,India,Electronics,01-07-2025,24-07-2025,25-07-2025,83,68,145.85,12105.55,0.069,4,4.94,1,0,0.8192771084337349,835.28295
PO1539,Supplier_45,France,Electronics,31-03-2026,28-04-2026,01-05-2026,497,471,118.41,58849.77,0.044,3,3.98,3,0,0.9476861167002012,2589.3898799999997
PO1540,Supplier_11,India,Electronics,07-01-2026,31-01-2026,03-02-2026,315,291,57.9,18238.5,0.095,3,3.33,3,0,0.9238095238095239,1732.6575
PO1541,Supplier_50,France,Mechanical,01-04-2026,17-04-2026,17-04-2026,437,415,39.2,17130.4,0.062,0,2.52,0,0,0.9496567505720824,1062.0848
PO1542,Supplier_1,Poland,Electronics,10-06-2025,07-07-2025,07-07-2025,69,68,160.3,11060.7,0.047,3,4.54,0,0,0.9855072463768116,519.8529000000001
PO1543,Supplier_32,China,Packaging,04-05-2025,12-05-2025,17-05-2025,146,132,148.68,21707.28,0.087,4,2.93,5,1,0.9041095890410958,1888.5333599999997
PO1544,Supplier_5,China,Packaging,23-09-2025,19-10-2025,20-10-2025,167,161,56.51,9437.17,0.022,2,3.32,1,0,0.9640718562874252,207.61774
PO1545,Supplier_12,Poland,Raw Material,29-05-2025,27-06-2025,02-07-2025,236,208,65.54,15467.440000000002,0.033,2,3.87,5,1,0.8813559322033898,510.4255200000001
PO1546,Supplier_1,Germany,Raw Material,06-03-2026,25-03-2026,30-03-2026,241,234,26.78,6453.9800000000005,0.083,1,3.05,5,1,0.970954357,535.6803400000001
PO1547,Supplier_36,Poland,Packaging,14-12-2025,21-12-2025,26-12-2025,104,103,22.19,2307.76,0.023,4,3.31,5,1,0.9903846153846154,53.078480000000006
PO1548,Supplier_20,India,Mechanical,12-05-2025,07-06-2025,14-06-2025,325,308,66.83,21719.75,0.063,3,3.78,7,1,0.9476923076923077,1368.34425
PO1549,Supplier_43,China,Mechanical,02-09-2025,13-09-2025,15-09-2025,161,157,134.43,21643.23,0.038,2,4.89,2,0,0.9751552795031055,822.44274
PO1550,Supplier_45,China,Mechanical,29-03-2026,26-04-2026,27-04-2026,207,203,39.96,8271.72,0.052,2,3.58,1,0,0.9806763285024155,430.12943999999993
PO1551,Supplier_16,India,Electronics,27-07-2025,23-08-2025,30-08-2025,53,53,20.36,1079.08,0.084,2,4.74,7,1,1,90.64272
PO1552,Supplier_36,France,Mechanical,25-05-2025,10-06-2025,17-06-2025,168,139,71.61,12030.48,0.024,0,2.98,7,1,0.8273809523809523,288.73152
PO1553,Supplier_41,France,Mechanical,07-05-2025,27-05-2025,01-06-2025,382,379,120.23,45927.86,0.066,4,3.14,5,1,0.9921465968586387,3031.23876
PO1554,Supplier_20,France,Raw Material,31-01-2026,09-02-2026,14-02-2026,429,424,58.78,25216.62,0.01,4,3.27,5,1,0.9883449883449883,252.1662
PO1555,Supplier_13,Poland,Raw Material,18-04-2026,30-04-2026,02-05-2026,250,230,64.99,16247.499999999998,0.066,1,3.83,2,0,0.92,1072.335
PO1556,Supplier_11,France,Electronics,01-07-2025,16-07-2025,17-07-2025,399,381,157.93,63014.07,0.025,4,4.18,1,0,0.9548872180451128,1575.35175
PO1557,Supplier_3,Poland,Mechanical,03-08-2025,27-08-2025,01-09-2025,235,214,21.31,5007.849999999999,0.058,0,3.87,5,1,0.9106382978723404,290.45529999999997
PO1558,Supplier_8,China,Packaging,24-05-2025,06-06-2025,07-06-2025,350,338,112.91,39518.5,0.039,4,2.9,1,0,0.9657142857142857,1541.2215
PO1559,Supplier_48,Germany,Raw Material,19-09-2025,13-10-2025,18-10-2025,308,290,60.08,18504.64,0.021,2,4.87,5,1,0.9415584415584416,388.59744
PO1560,Supplier_43,France,Packaging,03-12-2025,26-12-2025,26-12-2025,208,180,27.04,5624.32,0.063,1,2.58,0,0,0.8653846153846154,354.33216
PO1561,Supplier_48,Poland,Electronics,17-03-2026,14-04-2026,15-04-2026,433,431,99.44,43057.52,0.039,1,3.46,1,0,0.9953810623556582,1679.24328
PO1562,Supplier_17,Germany,Electronics,07-11-2025,01-12-2025,06-12-2025,327,308,38.88,12713.76,0.017,0,4.27,5,1,0.9418960244648318,216.13392000000002
PO1563,Supplier_49,France,Packaging,22-10-2025,17-11-2025,17-11-2025,70,64,176.08,12325.6,0.072,1,3.91,0,0,0.9142857142857143,887.4431999999999
PO1564,Supplier_35,Poland,Mechanical,16-05-2025,24-05-2025,29-05-2025,122,101,183.79,22422.38,0.058,2,3.73,5,1,0.8278688524590164,1300.4980400000002
PO1565,Supplier_43,France,Packaging,17-06-2025,25-06-2025,26-06-2025,285,281,50.91,14509.35,0.072,4,3.21,1,0,0.9859649122807017,1044.6732
PO1566,Supplier_21,Germany,Electronics,14-07-2025,28-07-2025,28-07-2025,307,304,155.16,47634.12,0.099,0,3.1,0,0,0.990228013,4715.777880000001
PO1567,Supplier_21,India,Mechanical,06-10-2025,23-10-2025,23-10-2025,209,198,44.17,9231.53,0.029,0,4.85,0,0,0.9473684210526315,267.71437000000003
PO1568,Supplier_18,China,Packaging,17-11-2025,10-12-2025,10-12-2025,272,263,57,15504,0.04,2,4.01,0,0,0.9669117647058824,620.16
PO1569,Supplier_8,France,Packaging,15-04-2026,30-04-2026,03-05-2026,199,180,30.42,6053.58,0.086,4,3.3,3,0,0.9045226130653267,520.6078799999999
PO1570,Supplier_17,France,Mechanical,31-01-2026,10-02-2026,10-02-2026,406,403,74.02,30052.12,0.075,4,2.92,0,0,0.9926108374384236,2253.9089999999997
PO1571,Supplier_46,France,Raw Material,01-05-2025,21-05-2025,28-05-2025,120,106,49.98,5997.599999999999,0.052,3,4.62,7,1,0.8833333333333333,311.87519999999995
PO1572,Supplier_22,China,Mechanical,01-07-2025,20-07-2025,22-07-2025,349,331,53.25,18584.25,0.099,3,4.53,2,0,0.9484240687679083,1839.84075
PO1573,Supplier_34,Poland,Electronics,06-12-2025,25-12-2025,30-12-2025,350,331,84.13,29445.5,0.028,2,3.72,5,1,0.9457142857142857,824.474
PO1574,Supplier_11,India,Packaging,27-11-2025,02-12-2025,02-12-2025,303,286,160.47,48622.41,0.074,2,4.49,0,0,0.9438943894389439,3598.05834
PO1575,Supplier_28,India,Raw Material,01-11-2025,15-11-2025,20-11-2025,130,104,23.74,3086.2,0.074,1,4.59,5,1,0.8,228.37879999999998
PO1576,Supplier_41,France,Packaging,01-03-2026,17-03-2026,17-03-2026,490,488,149.53,73269.7,0.012,0,3.92,0,0,0.9959183673469387,879.2364
PO1577,Supplier_2,China,Packaging,19-04-2025,26-04-2025,03-05-2025,465,443,42.8,19902,0.026,3,3.93,7,1,0.9526881720430107,517.452
PO1578,Supplier_15,France,Raw Material,06-06-2025,15-06-2025,16-06-2025,460,437,15.66,7203.6,0.056,0,2.97,1,0,0.95,403.40160000000003
PO1579,Supplier_17,India,Mechanical,10-07-2025,22-07-2025,27-07-2025,434,420,15.37,6670.58,0.014,3,4.5,5,1,0.967741935,93.38812
PO1580,Supplier_5,France,Packaging,12-07-2025,02-08-2025,05-08-2025,357,344,176.17,62892.69,0.021,0,2.88,3,0,0.9635854341736695,1320.7464900000002
PO1581,Supplier_37,France,Electronics,28-07-2025,22-08-2025,24-08-2025,485,462,195.19,94667.15,0.026,0,2.9,2,0,0.9525773195876288,2461.3459
PO1582,Supplier_43,Germany,Raw Material,20-11-2025,27-11-2025,30-11-2025,71,66,75.15,5335.650000000001,0.019,1,2.95,3,0,0.9295774647887324,101.37735
PO1583,Supplier_5,France,Packaging,05-04-2026,01-05-2026,08-05-2026,454,435,10.02,4549.08,0.002,0,4.5,7,1,0.9581497797356828,9.09816
PO1584,Supplier_14,China,Raw Material,02-02-2026,24-02-2026,26-02-2026,339,334,195.62,66315.18000000001,0.016,4,3.73,2,0,0.9852507374631269,1061.0428800000002
PO1585,Supplier_13,China,Mechanical,30-05-2025,04-06-2025,07-06-2025,220,194,138.06,30373.2,0.043,0,3.58,3,0,0.8818181818181818,1306.0475999999999
PO1586,Supplier_17,France,Mechanical,29-04-2025,08-05-2025,08-05-2025,233,212,166.74,38850.420000000006,0.024,2,3.7,0,0,0.9098712446351931,932.4100800000001
PO1587,Supplier_38,France,Packaging,10-12-2025,27-12-2025,27-12-2025,392,389,20.54,8051.679999999999,0,3,2.95,0,0,0.9923469387755102,0
PO1588,Supplier_46,Poland,Electronics,01-10-2025,11-10-2025,12-10-2025,443,422,126.66,56110.38,0.021,3,4.64,1,0,0.9525959367945824,1178.31798
PO1589,Supplier_15,Poland,Mechanical,12-12-2025,07-01-2026,07-01-2026,101,96,124.09,12533.09,0.01,3,2.93,0,0,0.9504950495049505,125.3309
PO1590,Supplier_45,Poland,Packaging,25-11-2025,02-12-2025,04-12-2025,372,359,86.11,32032.92,0.019,3,3.81,2,0,0.9650537634408602,608.6254799999999
PO1591,Supplier_49,China,Electronics,21-09-2025,29-09-2025,06-10-2025,228,213,113.13,25793.64,0.096,4,3.7,7,1,0.9342105263157895,2476.18944
PO1592,Supplier_12,Germany,Raw Material,21-12-2025,09-01-2026,16-01-2026,141,125,110.23,15542.43,0.033,2,2.79,7,1,0.8865248226950354,512.9001900000001
PO1593,Supplier_17,India,Mechanical,10-05-2025,07-06-2025,10-06-2025,358,333,86.13,30834.54,0.052,3,3.5,3,0,0.9301675977653632,1603.39608
PO1594,Supplier_29,China,Electronics,28-08-2025,04-09-2025,11-09-2025,296,270,145.42,43044.32,0.088,0,2.93,7,1,0.9121621621621622,3787.9001599999997
PO1595,Supplier_28,Poland,Raw Material,17-01-2026,11-02-2026,11-02-2026,261,250,128.67,33582.869999999995,0.03,3,3.75,0,0,0.9578544061302682,1007.4860999999999
PO1596,Supplier_46,Germany,Raw Material,07-10-2025,20-10-2025,20-10-2025,322,297,60.98,19635.56,0.008,1,4.88,0,0,0.922360248,157.08448
PO1597,Supplier_19,Germany,Raw Material,10-12-2025,31-12-2025,31-12-2025,360,333,195.91,70527.6,0.038,1,3.56,0,0,0.925,2680.0488
PO1598,Supplier_1,Poland,Raw Material,16-08-2025,04-09-2025,06-09-2025,443,423,178.4,79031.2,0.027,1,4.62,2,0,0.9548532731376975,2133.8424
PO1599,Supplier_44,France,Electronics,05-12-2025,02-01-2026,02-01-2026,170,145,159.4,27098,0.089,0,3.94,0,0,0.8529411764705882,2411.7219999999998
PO1600,Supplier_9,India,Packaging,03-09-2025,17-09-2025,17-09-2025,367,342,104.97,38523.99,0.039,2,3.83,0,0,0.9318801089918256,1502.43561
PO1601,Supplier_6,France,Raw Material,25-11-2025,12-12-2025,17-12-2025,182,169,184.44,33568.08,0.025,3,3.4,5,1,0.9285714285714286,839.2020000000001
PO1602,Supplier_19,Poland,Raw Material,08-06-2025,02-07-2025,02-07-2025,138,125,165.32,22814.16,0.053,1,2.68,0,0,0.9057971014492754,1209.15048
PO1603,Supplier_28,China,Electronics,11-06-2025,07-07-2025,09-07-2025,475,468,64.21,30499.75,0.028,3,2.55,2,0,0.9852631578947368,853.993
PO1604,Supplier_38,Poland,Raw Material,10-09-2025,26-09-2025,26-09-2025,100,80,142.15,14215,0.058,2,4.01,0,0,0.8,824.47
PO1605,Supplier_6,France,Packaging,28-08-2025,13-09-2025,13-09-2025,300,294,144.27,43281,0.097,1,3.92,0,0,0.98,4198.2570000000005
PO1606,Supplier_38,Germany,Raw Material,07-04-2026,27-04-2026,30-04-2026,153,138,166.53,25479.09,0.02,1,3.09,3,0,0.9019607843137255,509.5818
PO1607,Supplier_30,China,Mechanical,17-04-2026,28-04-2026,05-05-2026,226,226,31.58,7137.08,0.087,3,4.08,7,1,1,620.9259599999999
PO1608,Supplier_32,Germany,Electronics,30-06-2025,29-07-2025,31-07-2025,180,164,148.29,26692.2,0.018,3,2.66,2,0,0.9111111111111111,480.45959999999997
PO1609,Supplier_40,Germany,Raw Material,27-10-2025,06-11-2025,13-11-2025,229,228,11.16,2555.64,0.046,3,4.45,7,1,0.9956331877729258,117.55944
PO1610,Supplier_14,China,Mechanical,12-07-2025,30-07-2025,31-07-2025,82,63,187.63,15385.66,0.016,1,4.67,1,0,0.7682926829268293,246.17056
PO1611,Supplier_13,India,Packaging,01-11-2025,14-11-2025,21-11-2025,257,240,160.04,41130.28,0.081,1,3.09,7,1,0.93385214,3331.5526800000002
PO1612,Supplier_22,China,Raw Material,25-10-2025,23-11-2025,23-11-2025,225,218,149.68,33678,0.022,2,4.35,0,0,0.9688888888888889,740.9159999999999
PO1613,Supplier_13,Poland,Electronics,02-02-2026,15-02-2026,15-02-2026,324,318,112.61,36485.64,0.041,4,3.96,0,0,0.9814814814814815,1495.9112400000001
PO1614,Supplier_10,India,Raw Material,11-11-2025,22-11-2025,27-11-2025,325,308,56,18200,0.043,1,3,5,1,0.9476923076923077,782.5999999999999
PO1615,Supplier_34,Germany,Raw Material,08-03-2026,22-03-2026,25-03-2026,178,173,66.89,11906.42,0.032,0,4.38,3,0,0.9719101123595506,381.00544
PO1616,Supplier_37,Poland,Mechanical,09-12-2025,14-12-2025,16-12-2025,136,126,131.81,17926.16,0.095,4,4.78,2,0,0.9264705882352942,1702.9852
PO1617,Supplier_1,Germany,Mechanical,28-10-2025,07-11-2025,07-11-2025,177,164,38.6,6832.2,0.092,2,3.32,0,0,0.9265536723163842,628.5624
PO1618,Supplier_22,India,Raw Material,16-09-2025,02-10-2025,04-10-2025,416,389,16.17,6726.720000000001,0.082,0,3.54,2,0,0.9350961538461539,551.5910400000001
PO1619,Supplier_26,France,Packaging,07-04-2026,05-05-2026,05-05-2026,454,437,156.9,71232.6,0.009,3,3.77,0,0,0.9625550660792952,641.0934
PO1620,Supplier_21,Germany,Packaging,19-09-2025,18-10-2025,18-10-2025,393,368,113.4,44566.2,0.095,1,3.18,0,0,0.9363867684478372,4233.789
PO1621,Supplier_3,Poland,Raw Material,01-01-2026,17-01-2026,17-01-2026,196,171,101.96,19984.16,0.07,4,2.51,0,0,0.8724489795918368,1398.8912
PO1622,Supplier_3,India,Electronics,17-07-2025,12-08-2025,17-08-2025,482,460,46.59,22456.38,0.036,4,4.66,5,1,0.9543568464730291,808.42968
PO1623,Supplier_35,France,Electronics,18-10-2025,15-11-2025,15-11-2025,410,398,20.36,8347.6,0.033,2,3.38,0,0,0.9707317073170731,275.4708
PO1624,Supplier_50,India,Packaging,23-12-2025,18-01-2026,21-01-2026,256,240,145.39,37219.84,0.063,2,4.51,3,0,0.9375,2344.8499199999997
PO1625,Supplier_45,France,Electronics,08-11-2025,13-11-2025,18-11-2025,398,373,27.34,10881.32,0.044,1,3.81,5,1,0.9371859296482412,478.77807999999993
PO1626,Supplier_9,Poland,Mechanical,16-10-2025,28-10-2025,04-11-2025,148,126,134.42,19894.16,0.004,1,4.78,7,1,0.8513513513513513,79.57664
PO1627,Supplier_47,Germany,Mechanical,30-07-2025,10-08-2025,12-08-2025,195,181,117.32,22877.4,0.07,4,4.17,2,0,0.9282051282051282,1601.4180000000003
PO1628,Supplier_26,India,Mechanical,18-04-2026,27-04-2026,04-05-2026,274,253,138.8,38031.2,0.035,2,4.71,7,1,0.9233576642335767,1331.092
PO1629,Supplier_45,France,Electronics,09-05-2025,19-05-2025,26-05-2025,417,388,142.37,59368.29,0.054,1,4.86,7,1,0.9304556354916067,3205.88766
PO1630,Supplier_23,Germany,Packaging,25-08-2025,13-09-2025,14-09-2025,373,362,10.36,3864.28,0.035,1,2.76,1,0,0.9705093833780161,135.24980000000002
PO1631,Supplier_27,India,Mechanical,03-11-2025,01-12-2025,06-12-2025,101,87,36.65,3701.65,0.054,2,2.75,5,1,0.8613861386138614,199.8891
PO1632,Supplier_45,India,Mechanical,05-02-2026,11-02-2026,13-02-2026,155,143,116.73,18093.15,0.066,4,3.47,2,0,0.9225806451612903,1194.1479000000002
PO1633,Supplier_24,Germany,Mechanical,09-11-2025,07-12-2025,12-12-2025,182,180,89.65,16316.3,0.03,3,2.97,5,1,0.989010989,489.489
PO1634,Supplier_22,Germany,Electronics,07-01-2026,19-01-2026,19-01-2026,286,258,73.85,21121.1,0.007,0,4.84,0,0,0.9020979020979021,147.8477
PO1635,Supplier_38,China,Raw Material,25-10-2025,07-11-2025,12-11-2025,497,483,118.08,58685.76,0.056,0,3.29,5,1,0.971830986,3286.40256
PO1636,Supplier_15,India,Electronics,30-07-2025,06-08-2025,07-08-2025,342,326,10.91,3731.22,0.051,0,3.75,1,0,0.9532163742690059,190.29222
PO1637,Supplier_47,China,Packaging,13-10-2025,08-11-2025,13-11-2025,412,390,181.83,74913.96,0.009,2,2.93,5,1,0.9466019417475728,674.22564
PO1638,Supplier_41,Poland,Mechanical,06-05-2025,16-05-2025,16-05-2025,211,185,69.56,14677.16,0.067,1,4.4,0,0,0.8767772511848341,983.36972
PO1639,Supplier_16,Poland,Electronics,09-07-2025,21-07-2025,21-07-2025,187,170,180.47,33747.89,0.044,2,3.19,0,0,0.9090909090909091,1484.90716
PO1640,Supplier_3,India,Packaging,24-02-2026,18-03-2026,25-03-2026,133,128,124.61,16573.13,0.015,0,3.02,7,1,0.9624060150375939,248.59695
PO1641,Supplier_34,Germany,Electronics,02-01-2026,10-01-2026,10-01-2026,125,109,54.64,6830,0.01,0,3.5,0,0,0.872,68.3
PO1642,Supplier_5,China,Raw Material,01-09-2025,27-09-2025,30-09-2025,161,146,120.34,19374.74,0.048,3,3.29,3,0,0.906832298,929.9875200000001
PO1643,Supplier_23,China,Raw Material,26-05-2025,17-06-2025,22-06-2025,359,348,168.84,60613.56,0.005,1,2.59,5,1,0.9693593314763231,303.0678
PO1644,Supplier_9,China,Raw Material,20-05-2025,01-06-2025,01-06-2025,234,231,120.43,28180.620000000003,0.096,2,2.97,0,0,0.9871794871794872,2705.3395200000004
PO1645,Supplier_10,Poland,Mechanical,08-06-2025,30-06-2025,30-06-2025,352,329,89.54,31518.08,0.085,2,3.85,0,0,0.9346590909090909,2679.0368000000003
PO1646,Supplier_36,Poland,Electronics,31-01-2026,10-02-2026,11-02-2026,170,145,94.99,16148.3,0.079,4,4.89,1,0,0.8529411764705882,1275.7157
PO1647,Supplier_48,France,Packaging,13-01-2026,01-02-2026,02-02-2026,242,221,94.48,22864.16,0.094,2,3.87,1,0,0.9132231404958677,2149.23104
PO1648,Supplier_26,India,Electronics,19-06-2025,01-07-2025,01-07-2025,360,338,169.25,60930,0.031,1,3.79,0,0,0.9388888888888889,1888.83
PO1649,Supplier_38,Germany,Electronics,16-06-2025,06-07-2025,13-07-2025,359,346,143.77,51613.43,0.018,4,4.83,7,1,0.9637883008356546,929.0417399999999
PO1650,Supplier_36,France,Electronics,03-03-2026,28-03-2026,31-03-2026,53,53,105.02,5566.06,0.01,1,2.82,3,0,1,55.6606
PO1651,Supplier_45,India,Packaging,14-06-2025,04-07-2025,04-07-2025,91,83,138.01,12558.91,0.093,1,4.15,0,0,0.9120879120879121,1167.97863
PO1652,Supplier_35,China,Raw Material,09-08-2025,22-08-2025,23-08-2025,355,348,192.57,68362.34999999999,0.018,2,3.77,1,0,0.9802816901408451,1230.5222999999999
PO1653,Supplier_17,Germany,Electronics,11-07-2025,28-07-2025,31-07-2025,346,337,68.17,23586.82,0.025,0,2.61,3,0,0.9739884393063584,589.6705000000001
PO1654,Supplier_41,Germany,Packaging,28-08-2025,13-09-2025,13-09-2025,409,407,115.45,47219.05,0.03,0,3.58,0,0,0.9951100244498777,1416.5715
PO1655,Supplier_18,India,Electronics,01-03-2026,26-03-2026,28-03-2026,386,372,147.68,57004.48,0.004,1,4.68,2,0,0.9637305699481865,228.01792
PO1656,Supplier_32,India,Raw Material,23-07-2025,01-08-2025,04-08-2025,77,60,80.74,6216.98,0.032,4,4.13,3,0,0.7792207792207793,198.94335999999998
PO1657,Supplier_48,India,Packaging,17-03-2026,06-04-2026,09-04-2026,424,396,112.07,47517.68,0.079,0,4.05,3,0,0.9339622641509434,3753.89672
PO1658,Supplier_8,India,Raw Material,24-07-2025,06-08-2025,06-08-2025,328,327,164.49,53952.72,0.094,0,2.71,0,0,0.9969512195121951,5071.55568
PO1659,Supplier_18,India,Mechanical,19-12-2025,29-12-2025,30-12-2025,477,461,68.64,32741.28,0.061,1,4.07,1,0,0.9664570230607966,1997.2180799999999
PO1660,Supplier_2,India,Raw Material,02-08-2025,29-08-2025,05-09-2025,407,407,188.23,76609.61,0.072,0,3.87,7,1,1,5515.89192
PO1661,Supplier_50,Germany,Mechanical,30-09-2025,16-10-2025,23-10-2025,64,37,79.43,5083.52,0.047,1,3.91,7,1,0.578125,238.92544
PO1662,Supplier_34,Germany,Raw Material,15-03-2026,25-03-2026,27-03-2026,228,228,190.78,43497.84,0.064,3,2.59,2,0,1,2783.86176
PO1663,Supplier_1,France,Mechanical,16-01-2026,25-01-2026,25-01-2026,298,278,107.1,31915.8,0.07,0,4.39,0,0,0.9328859060402684,2234.106
PO1664,Supplier_47,France,Packaging,25-09-2025,04-10-2025,04-10-2025,364,361,145.79,53067.56,0.038,1,3.37,0,0,0.9917582417582418,2016.5672799999998
PO1665,Supplier_2,India,Raw Material,06-08-2025,24-08-2025,24-08-2025,187,166,48.74,9114.38,0.09,4,3.55,0,0,0.8877005347593583,820.2941999999999
PO1666,Supplier_46,Germany,Electronics,24-02-2026,08-03-2026,08-03-2026,455,426,156.13,71039.15,0.039,1,4.37,0,0,0.9362637362637363,2770.5268499999997
PO1667,Supplier_27,Germany,Mechanical,20-07-2025,01-08-2025,08-08-2025,390,373,119.48,46597.2,0.083,4,4.12,7,1,0.9564102564102565,3867.5676
PO1668,Supplier_39,Poland,Packaging,18-12-2025,29-12-2025,30-12-2025,209,197,89.93,18795.370000000003,0.083,2,2.78,1,0,0.9425837320574163,1560.0157100000004
PO1669,Supplier_20,Germany,Packaging,12-03-2026,24-03-2026,25-03-2026,84,80,22.29,1872.36,0.073,4,4.14,1,0,0.9523809523809523,136.68228
PO1670,Supplier_17,India,Mechanical,01-10-2025,17-10-2025,19-10-2025,266,265,94.07,25022.62,0.016,4,5,2,0,0.9962406015037594,400.36192
PO1671,Supplier_25,India,Packaging,11-03-2026,16-03-2026,19-03-2026,166,142,176.5,29299,0.057,1,4.66,3,0,0.8554216867469879,1670.0430000000001
PO1672,Supplier_8,China,Mechanical,12-11-2025,22-11-2025,27-11-2025,116,101,31.15,3613.4,0.022,2,3.09,5,1,0.8706896551724138,79.4948
PO1673,Supplier_19,Germany,Raw Material,08-07-2025,26-07-2025,29-07-2025,483,475,94.63,45706.29,0.071,0,3.51,3,0,0.9834368530020704,3245.14659
PO1674,Supplier_6,India,Packaging,08-02-2026,05-03-2026,12-03-2026,177,175,52.94,9370.38,0.066,2,2.64,7,1,0.9887005649717514,618.44508
PO1675,Supplier_2,France,Mechanical,07-06-2025,13-06-2025,18-06-2025,332,305,73.2,24302.4,0.059,1,4.64,5,1,0.9186746987951807,1433.8416
PO1676,Supplier_27,France,Packaging,22-01-2026,16-02-2026,23-02-2026,271,247,114.44,31013.24,0.047,2,4.92,7,1,0.9114391143911439,1457.62228
PO1677,Supplier_28,Poland,Raw Material,31-07-2025,20-08-2025,21-08-2025,151,136,172.91,26109.41,0.056,3,2.81,1,0,0.9006622516556292,1462.12696
PO1678,Supplier_36,China,Packaging,16-07-2025,08-08-2025,10-08-2025,367,355,90.24,33118.08,0.013,1,4.96,2,0,0.9673024523160763,430.53504
PO1679,Supplier_30,France,Electronics,12-11-2025,04-12-2025,05-12-2025,160,140,168.51,26961.6,0.03,0,3.17,1,0,0.875,808.848
PO1680,Supplier_16,India,Raw Material,10-09-2025,15-09-2025,15-09-2025,335,310,138.92,46538.2,0.058,0,4.65,0,0,0.9253731343283582,2699.2156
PO1681,Supplier_3,India,Packaging,24-02-2026,05-03-2026,05-03-2026,141,124,148.39,20922.99,0.09,2,3.5,0,0,0.8794326241134752,1883.0691000000002
PO1682,Supplier_32,Poland,Electronics,25-06-2025,18-07-2025,20-07-2025,205,182,85.42,17511.1,0.058,4,3.89,2,0,0.8878048780487805,1015.6437999999999
PO1683,Supplier_11,Germany,Mechanical,19-11-2025,30-11-2025,02-12-2025,215,205,85.22,18322.3,0.072,2,3.21,2,0,0.9534883720930233,1319.2055999999998
PO1684,Supplier_16,Poland,Raw Material,21-03-2026,06-04-2026,07-04-2026,345,343,199.08,68682.6,0.04,3,2.88,1,0,0.9942028985507246,2747.304
PO1685,Supplier_47,India,Packaging,21-11-2025,13-12-2025,18-12-2025,51,51,87,4437,0.091,2,2.57,5,1,1,403.767
PO1686,Supplier_38,Poland,Raw Material,15-08-2025,31-08-2025,05-09-2025,392,392,96.81,37949.52,0.041,2,4.02,5,1,1,1555.93032
